base,outer,inner,k_outer,k_inner,samples,successes,percentage,is_coprime
30,16,17,0,1,1000,0,0.00,false
30,16,17,1,0,1000,0,0.00,false
30,16,17,1,1,1000,0,0.00,false
30,16,17,2,2,1000,0,0.00,false
30,16,18,0,0,1000,0,0.00,false
30,16,18,0,1,1000,0,0.00,false
30,16,18,1,0,1000,0,0.00,false
30,16,18,1,1,1000,0,0.00,false
30,16,18,2,2,1000,0,0.00,false
30,16,19,0,0,1000,0,0.00,false
30,16,19,0,1,1000,0,0.00,false
30,16,19,1,0,1000,0,0.00,false
30,16,19,1,1,1000,0,0.00,false
30,16,19,2,2,1000,0,0.00,false
30,16,20,0,0,1000,0,0.00,false
30,16,20,0,1,1000,0,0.00,false
30,16,20,1,0,1000,0,0.00,false
30,16,20,1,1,1000,0,0.00,false
30,16,20,2,2,1000,0,0.00,false
30,16,21,0,0,1000,0,0.00,false
30,16,21,0,1,1000,0,0.00,false
30,16,21,1,0,1000,0,0.00,false
30,16,21,1,1,1000,0,0.00,false
30,16,21,2,2,1000,0,0.00,false
30,16,22,0,0,1000,0,0.00,false
30,16,22,0,1,1000,0,0.00,false
30,16,22,1,0,1000,0,0.00,false
30,16,22,1,1,1000,0,0.00,false
30,16,22,2,2,1000,0,0.00,false
30,16,23,0,0,1000,0,0.00,false
30,16,23,0,1,1000,0,0.00,false
30,16,23,1,0,1000,0,0.00,false
30,16,23,1,1,1000,0,0.00,false
30,16,23,2,2,1000,0,0.00,false
30,16,24,0,0,1000,0,0.00,false
30,16,24,0,1,1000,0,0.00,false
30,16,24,1,0,1000,0,0.00,false
30,16,24,1,1,1000,0,0.00,false
30,16,24,2,2,1000,0,0.00,false
30,16,25,0,0,1000,0,0.00,false
30,16,25,0,1,1000,0,0.00,false
30,16,25,1,0,1000,0,0.00,false
30,16,25,1,1,1000,0,0.00,false
30,16,25,2,2,1000,0,0.00,false
30,16,26,0,0,1000,0,0.00,false
30,16,26,0,1,1000,0,0.00,false
30,16,26,1,0,1000,0,0.00,false
30,16,26,1,1,1000,0,0.00,false
30,16,26,2,2,1000,0,0.00,false
30,16,27,0,0,1000,0,0.00,false
30,16,27,0,1,1000,0,0.00,false
30,16,27,1,0,1000,0,0.00,false
30,16,27,1,1,1000,0,0.00,false
30,16,27,2,2,1000,0,0.00,false
30,16,28,0,0,1000,0,0.00,false
30,16,28,0,1,1000,0,0.00,false
30,16,28,1,0,1000,0,0.00,false
30,16,28,1,1,1000,0,0.00,false
30,16,28,2,2,1000,0,0.00,false
30,16,29,0,0,1000,0,0.00,false
30,16,29,0,1,1000,0,0.00,false
30,16,29,1,0,1000,0,0.00,false
30,16,29,1,1,1000,0,0.00,false
30,16,29,2,2,1000,0,0.00,false
30,17,1,0,0,1000,224,22.40,true
30,17,1,0,1,1000,171,17.10,true
30,17,1,1,0,1000,167,16.70,true
30,17,1,1,1,1000,110,11.00,true
30,17,1,2,2,1000,89,8.90,true
30,17,2,0,0,1000,226,22.60,false
30,17,2,0,1,1000,161,16.10,false
30,17,2,1,0,1000,151,15.10,false
30,17,2,1,1,1000,122,12.20,false
30,17,2,2,2,1000,81,8.10,false
30,17,3,0,0,1000,215,21.50,false
30,17,3,0,1,1000,169,16.90,false
30,17,3,1,0,1000,150,15.00,false
30,17,3,1,1,1000,118,11.80,false
30,17,3,2,2,1000,74,7.40,false
30,17,4,0,0,1000,222,22.20,false
30,17,4,0,1,1000,146,14.60,false
30,17,4,1,0,1000,174,17.40,false
30,17,4,1,1,1000,126,12.60,false
30,17,4,2,2,1000,84,8.40,false
30,17,5,0,0,1000,225,22.50,false
30,17,5,0,1,1000,168,16.80,false
30,17,5,1,0,1000,173,17.30,false
30,17,5,1,1,1000,119,11.90,false
30,17,5,2,2,1000,91,9.10,false
30,17,6,0,0,1000,225,22.50,false
30,17,6,0,1,1000,162,16.20,false
30,17,6,1,0,1000,148,14.80,false
30,17,6,1,1,1000,121,12.10,false
30,17,6,2,2,1000,78,7.80,false
30,17,7,0,0,1000,227,22.70,true
30,17,7,0,1,1000,148,14.80,true
30,17,7,1,0,1000,169,16.90,true
30,17,7,1,1,1000,137,13.70,true
30,17,7,2,2,1000,77,7.70,true
30,17,8,0,0,1000,229,22.90,false
30,17,8,0,1,1000,164,16.40,false
30,17,8,1,0,1000,171,17.10,false
30,17,8,1,1,1000,119,11.90,false
30,17,8,2,2,1000,86,8.60,false
30,17,9,0,0,1000,226,22.60,false
30,17,9,0,1,1000,169,16.90,false
30,17,9,1,0,1000,153,15.30,false
30,17,9,1,1,1000,130,13.00,false
30,17,9,2,2,1000,80,8.00,false
30,17,10,0,0,1000,218,21.80,false
30,17,10,0,1,1000,149,14.90,false
30,17,10,1,0,1000,161,16.10,false
30,17,10,1,1,1000,140,14.00,false
30,17,10,2,2,1000,82,8.20,false
30,17,11,0,0,1000,225,22.50,true
30,17,11,0,1,1000,162,16.20,true
30,17,11,1,0,1000,169,16.90,true
30,17,11,1,1,1000,123,12.30,true
30,17,11,2,2,1000,95,9.50,true
30,17,12,0,0,1000,253,25.30,false
30,17,12,0,1,1000,143,14.30,false
30,17,12,1,0,1000,169,16.90,false
30,17,12,1,1,1000,132,13.20,false
30,17,12,2,2,1000,82,8.20,false
30,17,13,0,0,1000,223,22.30,true
30,17,13,0,1,1000,171,17.10,true
30,17,13,1,0,1000,157,15.70,true
30,17,13,1,1,1000,135,13.50,true
30,17,13,2,2,1000,95,9.50,true
30,17,14,0,0,1000,237,23.70,false
30,17,14,0,1,1000,151,15.10,false
30,17,14,1,0,1000,167,16.70,false
30,17,14,1,1,1000,115,11.50,false
30,17,14,2,2,1000,80,8.00,false
30,17,15,0,0,1000,231,23.10,false
30,17,15,0,1,1000,152,15.20,false
30,17,15,1,0,1000,160,16.00,false
30,17,15,1,1,1000,116,11.60,false
30,17,15,2,2,1000,87,8.70,false
30,17,16,0,0,1000,227,22.70,false
30,17,16,0,1,1000,156,15.60,false
30,17,16,1,0,1000,167,16.70,false
30,17,16,1,1,1000,126,12.60,false
30,17,16,2,2,1000,81,8.10,false
30,17,18,0,0,1000,238,23.80,false
30,17,18,0,1,1000,173,17.30,false
30,17,18,1,0,1000,159,15.90,false
30,17,18,1,1,1000,127,12.70,false
30,17,18,2,2,1000,89,8.90,false
30,17,19,0,0,1000,230,23.00,true
30,17,19,0,1,1000,172,17.20,true
30,17,19,1,0,1000,168,16.80,true
30,17,19,1,1,1000,112,11.20,true
30,17,19,2,2,1000,84,8.40,true
30,17,20,0,0,1000,241,24.10,false
30,17,20,0,1,1000,160,16.00,false
30,17,20,1,0,1000,176,17.60,false
30,17,20,1,1,1000,122,12.20,false
30,17,20,2,2,1000,91,9.10,false
30,17,21,0,0,1000,234,23.40,false
30,17,21,0,1,1000,173,17.30,false
30,17,21,1,0,1000,152,15.20,false
30,17,21,1,1,1000,124,12.40,false
30,17,21,2,2,1000,77,7.70,false
30,17,22,0,0,1000,207,20.70,false
30,17,22,0,1,1000,158,15.80,false
30,17,22,1,0,1000,150,15.00,false
30,17,22,1,1,1000,127,12.70,false
30,17,22,2,2,1000,85,8.50,false
30,17,23,0,0,1000,215,21.50,true
30,17,23,0,1,1000,161,16.10,true
30,17,23,1,0,1000,139,13.90,true
30,17,23,1,1,1000,121,12.10,true
30,17,23,2,2,1000,80,8.00,true
30,17,24,0,0,1000,223,22.30,false
30,17,24,0,1,1000,149,14.90,false
30,17,24,1,0,1000,154,15.40,false
30,17,24,1,1,1000,139,13.90,false
30,17,24,2,2,1000,74,7.40,false
30,17,25,0,0,1000,228,22.80,false
30,17,25,0,1,1000,149,14.90,false
30,17,25,1,0,1000,161,16.10,false
30,17,25,1,1,1000,122,12.20,false
30,17,25,2,2,1000,80,8.00,false
30,17,26,0,0,1000,224,22.40,false
30,17,26,0,1,1000,159,15.90,false
30,17,26,1,0,1000,155,15.50,false
30,17,26,1,1,1000,109,10.90,false
30,17,26,2,2,1000,90,9.00,false
30,17,27,0,0,1000,218,21.80,false
30,17,27,0,1,1000,173,17.30,false
30,17,27,1,0,1000,176,17.60,false
30,17,27,1,1,1000,128,12.80,false
30,17,27,2,2,1000,88,8.80,false
30,17,28,0,0,1000,224,22.40,false
30,17,28,0,1,1000,171,17.10,false
30,17,28,1,0,1000,149,14.90,false
30,17,28,1,1,1000,128,12.80,false
30,17,28,2,2,1000,78,7.80,false
30,17,29,0,0,1000,248,24.80,true
30,17,29,0,1,1000,179,17.90,true
30,17,29,1,0,1000,175,17.50,true
30,17,29,1,1,1000,119,11.90,true
30,17,29,2,2,1000,86,8.60,true
30,18,1,0,0,1000,0,0.00,false
30,18,1,0,1,1000,0,0.00,false
30,18,1,1,0,1000,0,0.00,false
30,18,1,1,1,1000,0,0.00,false
30,18,1,2,2,1000,0,0.00,false
30,18,2,0,0,1000,0,0.00,false
30,18,2,0,1,1000,0,0.00,false
30,18,2,1,0,1000,0,0.00,false
30,18,2,1,1,1000,0,0.00,false
30,18,2,2,2,1000,0,0.00,false
30,18,3,0,0,1000,0,0.00,false
30,18,3,0,1,1000,0,0.00,false
30,18,3,1,0,1000,0,0.00,false
30,18,3,1,1,1000,0,0.00,false
30,18,3,2,2,1000,0,0.00,false
30,18,4,0,0,1000,0,0.00,false
30,18,4,0,1,1000,0,0.00,false
30,18,4,1,0,1000,0,0.00,false
30,18,4,1,1,1000,0,0.00,false
30,18,4,2,2,1000,0,0.00,false
30,18,5,0,0,1000,0,0.00,false
30,18,5,0,1,1000,0,0.00,false
30,18,5,1,0,1000,0,0.00,false
30,18,5,1,1,1000,0,0.00,false
30,18,5,2,2,1000,0,0.00,false
30,18,6,0,0,1000,0,0.00,false
30,18,6,0,1,1000,0,0.00,false
30,18,6,1,0,1000,0,0.00,false
30,18,6,1,1,1000,0,0.00,false
30,18,6,2,2,1000,0,0.00,false
30,18,7,0,0,1000,0,0.00,false
30,18,7,0,1,1000,0,0.00,false
30,18,7,1,0,1000,0,0.00,false
30,18,7,1,1,1000,0,0.00,false
30,18,7,2,2,1000,0,0.00,false
30,18,8,0,0,1000,0,0.00,false
30,18,8,0,1,1000,0,0.00,false
30,18,8,1,0,1000,0,0.00,false
30,18,8,1,1,1000,0,0.00,false
30,18,8,2,2,1000,0,0.00,false
30,18,9,0,0,1000,0,0.00,false
30,18,9,0,1,1000,0,0.00,false
30,18,9,1,0,1000,0,0.00,false
30,18,9,1,1,1000,0,0.00,false
30,18,9,2,2,1000,0,0.00,false
30,18,10,0,0,1000,0,0.00,false
30,18,10,0,1,1000,0,0.00,false
30,18,10,1,0,1000,0,0.00,false
30,18,10,1,1,1000,0,0.00,false
30,18,10,2,2,1000,0,0.00,false
30,18,11,0,0,1000,0,0.00,false
30,18,11,0,1,1000,0,0.00,false
30,18,11,1,0,1000,0,0.00,false
30,18,11,1,1,1000,0,0.00,false
30,18,11,2,2,1000,0,0.00,false
30,18,12,0,0,1000,0,0.00,false
30,18,12,0,1,1000,0,0.00,false
30,18,12,1,0,1000,0,0.00,false
30,18,12,1,1,1000,0,0.00,false
30,18,12,2,2,1000,0,0.00,false
30,18,13,0,0,1000,0,0.00,false
30,18,13,0,1,1000,0,0.00,false
30,18,13,1,0,1000,0,0.00,false
30,18,13,1,1,1000,0,0.00,false
30,18,13,2,2,1000,0,0.00,false
30,18,14,0,0,1000,0,0.00,false
30,18,14,0,1,1000,0,0.00,false
30,18,14,1,0,1000,0,0.00,false
30,18,14,1,1,1000,0,0.00,false
30,18,14,2,2,1000,0,0.00,false
30,18,15,0,0,1000,0,0.00,false
30,18,15,0,1,1000,0,0.00,false
30,18,15,1,0,1000,0,0.00,false
30,18,15,1,1,1000,0,0.00,false
30,18,15,2,2,1000,0,0.00,false
30,18,16,0,0,1000,0,0.00,false
30,18,16,0,1,1000,0,0.00,false
30,18,16,1,0,1000,0,0.00,false
30,18,16,1,1,1000,0,0.00,false
30,18,16,2,2,1000,0,0.00,false
30,18,17,0,0,1000,0,0.00,false
30,18,17,0,1,1000,0,0.00,false
30,18,17,1,0,1000,0,0.00,false
30,18,17,1,1,1000,0,0.00,false
30,18,17,2,2,1000,0,0.00,false
30,18,19,0,0,1000,0,0.00,false
30,18,19,0,1,1000,0,0.00,false
30,18,19,1,0,1000,0,0.00,false
30,18,19,1,1,1000,0,0.00,false
30,18,19,2,2,1000,0,0.00,false
30,18,20,0,0,1000,0,0.00,false
30,18,20,0,1,1000,0,0.00,false
30,18,20,1,0,1000,0,0.00,false
30,18,20,1,1,1000,0,0.00,false
30,18,20,2,2,1000,0,0.00,false
30,18,21,0,0,1000,0,0.00,false
30,18,21,0,1,1000,0,0.00,false
30,18,21,1,0,1000,0,0.00,false
30,18,21,1,1,1000,0,0.00,false
30,18,21,2,2,1000,0,0.00,false
30,18,22,0,0,1000,0,0.00,false
30,18,22,0,1,1000,0,0.00,false
30,18,22,1,0,1000,0,0.00,false
30,18,22,1,1,1000,0,0.00,false
30,18,22,2,2,1000,0,0.00,false
30,18,23,0,0,1000,0,0.00,false
30,18,23,0,1,1000,0,0.00,false
30,18,23,1,0,1000,0,0.00,false
30,18,23,1,1,1000,0,0.00,false
30,18,23,2,2,1000,0,0.00,false
30,18,24,0,0,1000,0,0.00,false
30,18,24,0,1,1000,0,0.00,false
30,18,24,1,0,1000,0,0.00,false
30,18,24,1,1,1000,0,0.00,false
30,18,24,2,2,1000,0,0.00,false
30,18,25,0,0,1000,0,0.00,false
30,18,25,0,1,1000,0,0.00,false
30,18,25,1,0,1000,0,0.00,false
30,18,25,1,1,1000,0,0.00,false
30,18,25,2,2,1000,0,0.00,false
30,18,26,0,0,1000,0,0.00,false
30,18,26,0,1,1000,0,0.00,false
30,18,26,1,0,1000,0,0.00,false
30,18,26,1,1,1000,0,0.00,false
30,18,26,2,2,1000,0,0.00,false
30,18,27,0,0,1000,0,0.00,false
30,18,27,0,1,1000,0,0.00,false
30,18,27,1,0,1000,0,0.00,false
30,18,27,1,1,1000,0,0.00,false
30,18,27,2,2,1000,0,0.00,false
30,18,28,0,0,1000,0,0.00,false
30,18,28,0,1,1000,0,0.00,false
30,18,28,1,0,1000,0,0.00,false
30,18,28,1,1,1000,0,0.00,false
30,18,28,2,2,1000,0,0.00,false
30,18,29,0,0,1000,0,0.00,false
30,18,29,0,1,1000,0,0.00,false
30,18,29,1,0,1000,0,0.00,false
30,18,29,1,1,1000,0,0.00,false
30,18,29,2,2,1000,0,0.00,false
30,19,1,0,0,1000,221,22.10,true
30,19,1,0,1,1000,167,16.70,true
30,19,1,1,0,1000,165,16.50,true
30,19,1,1,1,1000,130,13.00,true
30,19,1,2,2,1000,89,8.90,true
30,19,2,0,0,1000,215,21.50,false
30,19,2,0,1,1000,151,15.10,false
30,19,2,1,0,1000,170,17.00,false
30,19,2,1,1,1000,125,12.50,false
30,19,2,2,2,1000,98,9.80,false
30,19,3,0,0,1000,208,20.80,false
30,19,3,0,1,1000,172,17.20,false
30,19,3,1,0,1000,153,15.30,false
30,19,3,1,1,1000,132,13.20,false
30,19,3,2,2,1000,91,9.10,false
30,19,4,0,0,1000,227,22.70,false
30,19,4,0,1,1000,154,15.40,false
30,19,4,1,0,1000,176,17.60,false
30,19,4,1,1,1000,122,12.20,false
30,19,4,2,2,1000,84,8.40,false
30,19,5,0,0,1000,208,20.80,false
30,19,5,0,1,1000,169,16.90,false
30,19,5,1,0,1000,167,16.70,false
30,19,5,1,1,1000,121,12.10,false
30,19,5,2,2,1000,73,7.30,false
30,19,6,0,0,1000,235,23.50,false
30,19,6,0,1,1000,166,16.60,false
30,19,6,1,0,1000,167,16.70,false
30,19,6,1,1,1000,134,13.40,false
30,19,6,2,2,1000,79,7.90,false
30,19,7,0,0,1000,240,24.00,true
30,19,7,0,1,1000,153,15.30,true
30,19,7,1,0,1000,143,14.30,true
30,19,7,1,1,1000,123,12.30,true
30,19,7,2,2,1000,106,10.60,true
30,19,8,0,0,1000,230,23.00,false
30,19,8,0,1,1000,147,14.70,false
30,19,8,1,0,1000,165,16.50,false
30,19,8,1,1,1000,118,11.80,false
30,19,8,2,2,1000,91,9.10,false
30,19,9,0,0,1000,227,22.70,false
30,19,9,0,1,1000,172,17.20,false
30,19,9,1,0,1000,152,15.20,false
30,19,9,1,1,1000,127,12.70,false
30,19,9,2,2,1000,87,8.70,false
30,19,10,0,0,1000,216,21.60,false
30,19,10,0,1,1000,163,16.30,false
30,19,10,1,0,1000,163,16.30,false
30,19,10,1,1,1000,111,11.10,false
30,19,10,2,2,1000,91,9.10,false
30,19,11,0,0,1000,228,22.80,true
30,19,11,0,1,1000,133,13.30,true
30,19,11,1,0,1000,166,16.60,true
30,19,11,1,1,1000,120,12.00,true
30,19,11,2,2,1000,86,8.60,true
30,19,12,0,0,1000,243,24.30,false
30,19,12,0,1,1000,149,14.90,false
30,19,12,1,0,1000,155,15.50,false
30,19,12,1,1,1000,119,11.90,false
30,19,12,2,2,1000,82,8.20,false
30,19,13,0,0,1000,229,22.90,true
30,19,13,0,1,1000,156,15.60,true
30,19,13,1,0,1000,163,16.30,true
30,19,13,1,1,1000,143,14.30,true
30,19,13,2,2,1000,83,8.30,true
30,19,14,0,0,1000,226,22.60,false
30,19,14,0,1,1000,178,17.80,false
30,19,14,1,0,1000,161,16.10,false
30,19,14,1,1,1000,123,12.30,false
30,19,14,2,2,1000,90,9.00,false
30,19,15,0,0,1000,225,22.50,false
30,19,15,0,1,1000,153,15.30,false
30,19,15,1,0,1000,175,17.50,false
30,19,15,1,1,1000,119,11.90,false
30,19,15,2,2,1000,85,8.50,false
30,19,16,0,0,1000,228,22.80,false
30,19,16,0,1,1000,157,15.70,false
30,19,16,1,0,1000,164,16.40,false
30,19,16,1,1,1000,129,12.90,false
30,19,16,2,2,1000,88,8.80,false
30,19,17,0,0,1000,239,23.90,true
30,19,17,0,1,1000,153,15.30,true
30,19,17,1,0,1000,171,17.10,true
30,19,17,1,1,1000,116,11.60,true
30,19,17,2,2,1000,75,7.50,true
30,19,18,0,0,1000,223,22.30,false
30,19,18,0,1,1000,165,16.50,false
30,19,18,1,0,1000,161,16.10,false
30,19,18,1,1,1000,108,10.80,false
30,19,18,2,2,1000,87,8.70,false
30,19,20,0,0,1000,237,23.70,false
30,19,20,0,1,1000,147,14.70,false
30,19,20,1,0,1000,154,15.40,false
30,19,20,1,1,1000,131,13.10,false
30,19,20,2,2,1000,79,7.90,false
30,19,21,0,0,1000,251,25.10,false
30,19,21,0,1,1000,145,14.50,false
30,19,21,1,0,1000,144,14.40,false
30,19,21,1,1,1000,127,12.70,false
30,19,21,2,2,1000,78,7.80,false
30,19,22,0,0,1000,215,21.50,false
30,19,22,0,1,1000,167,16.70,false
30,19,22,1,0,1000,145,14.50,false
30,19,22,1,1,1000,138,13.80,false
30,19,22,2,2,1000,89,8.90,false
30,19,23,0,0,1000,224,22.40,true
30,19,23,0,1,1000,161,16.10,true
30,19,23,1,0,1000,153,15.30,true
30,19,23,1,1,1000,109,10.90,true
30,19,23,2,2,1000,91,9.10,true
30,19,24,0,0,1000,226,22.60,false
30,19,24,0,1,1000,173,17.30,false
30,19,24,1,0,1000,170,17.00,false
30,19,24,1,1,1000,116,11.60,false
30,19,24,2,2,1000,96,9.60,false
30,19,25,0,0,1000,224,22.40,false
30,19,25,0,1,1000,152,15.20,false
30,19,25,1,0,1000,166,16.60,false
30,19,25,1,1,1000,113,11.30,false
30,19,25,2,2,1000,84,8.40,false
30,19,26,0,0,1000,229,22.90,false
30,19,26,0,1,1000,152,15.20,false
30,19,26,1,0,1000,163,16.30,false
30,19,26,1,1,1000,125,12.50,false
30,19,26,2,2,1000,68,6.80,false
30,19,27,0,0,1000,221,22.10,false
30,19,27,0,1,1000,154,15.40,false
30,19,27,1,0,1000,161,16.10,false
30,19,27,1,1,1000,120,12.00,false
30,19,27,2,2,1000,86,8.60,false
30,19,28,0,0,1000,239,23.90,false
30,19,28,0,1,1000,157,15.70,false
30,19,28,1,0,1000,158,15.80,false
30,19,28,1,1,1000,118,11.80,false
30,19,28,2,2,1000,85,8.50,false
30,19,29,0,0,1000,232,23.20,true
30,19,29,0,1,1000,165,16.50,true
30,19,29,1,0,1000,156,15.60,true
30,19,29,1,1,1000,126,12.60,true
30,19,29,2,2,1000,82,8.20,true
30,20,1,0,0,1000,0,0.00,false
30,20,1,0,1,1000,0,0.00,false
30,20,1,1,0,1000,0,0.00,false
30,20,1,1,1,1000,0,0.00,false
30,20,1,2,2,1000,0,0.00,false
30,20,2,0,0,1000,0,0.00,false
30,20,2,0,1,1000,0,0.00,false
30,20,2,1,0,1000,0,0.00,false
30,20,2,1,1,1000,0,0.00,false
30,20,2,2,2,1000,0,0.00,false
30,20,3,0,0,1000,0,0.00,false
30,20,3,0,1,1000,0,0.00,false
30,20,3,1,0,1000,0,0.00,false
30,20,3,1,1,1000,0,0.00,false
30,20,3,2,2,1000,0,0.00,false
30,20,4,0,0,1000,0,0.00,false
30,20,4,0,1,1000,0,0.00,false
30,20,4,1,0,1000,0,0.00,false
30,20,4,1,1,1000,0,0.00,false
30,20,4,2,2,1000,0,0.00,false
30,20,5,0,0,1000,0,0.00,false
30,20,5,0,1,1000,0,0.00,false
30,20,5,1,0,1000,0,0.00,false
30,20,5,1,1,1000,0,0.00,false
30,20,5,2,2,1000,0,0.00,false
30,20,6,0,0,1000,0,0.00,false
30,20,6,0,1,1000,0,0.00,false
30,20,6,1,0,1000,0,0.00,false
30,20,6,1,1,1000,0,0.00,false
30,20,6,2,2,1000,0,0.00,false
30,20,7,0,0,1000,0,0.00,false
30,20,7,0,1,1000,0,0.00,false
30,20,7,1,0,1000,0,0.00,false
30,20,7,1,1,1000,0,0.00,false
30,20,7,2,2,1000,0,0.00,false
30,20,8,0,0,1000,0,0.00,false
30,20,8,0,1,1000,0,0.00,false
30,20,8,1,0,1000,0,0.00,false
30,20,8,1,1,1000,0,0.00,false
30,20,8,2,2,1000,0,0.00,false
30,20,9,0,0,1000,0,0.00,false
30,20,9,0,1,1000,0,0.00,false
30,20,9,1,0,1000,0,0.00,false
30,20,9,1,1,1000,0,0.00,false
30,20,9,2,2,1000,0,0.00,false
30,20,10,0,0,1000,0,0.00,false
30,20,10,0,1,1000,0,0.00,false
30,20,10,1,0,1000,0,0.00,false
30,20,10,1,1,1000,0,0.00,false
30,20,10,2,2,1000,0,0.00,false
30,20,11,0,0,1000,0,0.00,false
30,20,11,0,1,1000,0,0.00,false
30,20,11,1,0,1000,0,0.00,false
30,20,11,1,1,1000,0,0.00,false
30,20,11,2,2,1000,0,0.00,false
30,20,12,0,0,1000,0,0.00,false
30,20,12,0,1,1000,0,0.00,false
30,20,12,1,0,1000,0,0.00,false
30,20,12,1,1,1000,0,0.00,false
30,20,12,2,2,1000,0,0.00,false
30,20,13,0,0,1000,0,0.00,false
30,20,13,0,1,1000,0,0.00,false
30,20,13,1,0,1000,0,0.00,false
30,20,13,1,1,1000,0,0.00,false
30,20,13,2,2,1000,0,0.00,false
30,20,14,0,0,1000,0,0.00,false
30,20,14,0,1,1000,0,0.00,false
30,20,14,1,0,1000,0,0.00,false
30,20,14,1,1,1000,0,0.00,false
30,20,14,2,2,1000,0,0.00,false
30,20,15,0,0,1000,0,0.00,false
30,20,15,0,1,1000,0,0.00,false
30,20,15,1,0,1000,0,0.00,false
30,20,15,1,1,1000,0,0.00,false
30,20,15,2,2,1000,0,0.00,false
30,20,16,0,0,1000,0,0.00,false
30,20,16,0,1,1000,0,0.00,false
30,20,16,1,0,1000,0,0.00,false
30,20,16,1,1,1000,0,0.00,false
30,20,16,2,2,1000,0,0.00,false
30,20,17,0,0,1000,0,0.00,false
30,20,17,0,1,1000,0,0.00,false
30,20,17,1,0,1000,0,0.00,false
30,20,17,1,1,1000,0,0.00,false
30,20,17,2,2,1000,0,0.00,false
30,20,18,0,0,1000,0,0.00,false
30,20,18,0,1,1000,0,0.00,false
30,20,18,1,0,1000,0,0.00,false
30,20,18,1,1,1000,0,0.00,false
30,20,18,2,2,1000,0,0.00,false
30,20,19,0,0,1000,0,0.00,false
30,20,19,0,1,1000,0,0.00,false
30,20,19,1,0,1000,0,0.00,false
30,20,19,1,1,1000,0,0.00,false
30,20,19,2,2,1000,0,0.00,false
30,20,21,0,0,1000,0,0.00,false
30,20,21,0,1,1000,0,0.00,false
30,20,21,1,0,1000,0,0.00,false
30,20,21,1,1,1000,0,0.00,false
30,20,21,2,2,1000,0,0.00,false
30,20,22,0,0,1000,0,0.00,false
30,20,22,0,1,1000,0,0.00,false
30,20,22,1,0,1000,0,0.00,false
30,20,22,1,1,1000,0,0.00,false
30,20,22,2,2,1000,0,0.00,false
30,20,23,0,0,1000,0,0.00,false
30,20,23,0,1,1000,0,0.00,false
30,20,23,1,0,1000,0,0.00,false
30,20,23,1,1,1000,0,0.00,false
30,20,23,2,2,1000,0,0.00,false
30,20,24,0,0,1000,0,0.00,false
30,20,24,0,1,1000,0,0.00,false
30,20,24,1,0,1000,0,0.00,false
30,20,24,1,1,1000,0,0.00,false
30,20,24,2,2,1000,0,0.00,false
30,20,25,0,0,1000,0,0.00,false
30,20,25,0,1,1000,0,0.00,false
30,20,25,1,0,1000,0,0.00,false
30,20,25,1,1,1000,0,0.00,false
30,20,25,2,2,1000,0,0.00,false
30,20,26,0,0,1000,0,0.00,false
30,20,26,0,1,1000,0,0.00,false
30,20,26,1,0,1000,0,0.00,false
30,20,26,1,1,1000,0,0.00,false
30,20,26,2,2,1000,0,0.00,false
30,20,27,0,0,1000,0,0.00,false
30,20,27,0,1,1000,0,0.00,false
30,20,27,1,0,1000,0,0.00,false
30,20,27,1,1,1000,0,0.00,false
30,20,27,2,2,1000,0,0.00,false
30,20,28,0,0,1000,0,0.00,false
30,20,28,0,1,1000,0,0.00,false
30,20,28,1,0,1000,0,0.00,false
30,20,28,1,1,1000,0,0.00,false
30,20,28,2,2,1000,0,0.00,false
30,20,29,0,0,1000,0,0.00,false
30,20,29,0,1,1000,0,0.00,false
30,20,29,1,0,1000,0,0.00,false
30,20,29,1,1,1000,0,0.00,false
30,20,29,2,2,1000,0,0.00,false
30,21,1,0,0,1000,0,0.00,false
30,21,1,0,1,1000,0,0.00,false
30,21,1,1,0,1000,0,0.00,false
30,21,1,1,1,1000,0,0.00,false
30,21,1,2,2,1000,0,0.00,false
30,21,2,0,0,1000,0,0.00,false
30,21,2,0,1,1000,0,0.00,false
30,21,2,1,0,1000,0,0.00,false
30,21,2,1,1,1000,0,0.00,false
30,21,2,2,2,1000,0,0.00,false
30,21,3,0,0,1000,0,0.00,false
30,21,3,0,1,1000,0,0.00,false
30,21,3,1,0,1000,0,0.00,false
30,21,3,1,1,1000,0,0.00,false
30,21,3,2,2,1000,0,0.00,false
30,21,4,0,0,1000,0,0.00,false
30,21,4,0,1,1000,0,0.00,false
30,21,4,1,0,1000,0,0.00,false
30,21,4,1,1,1000,0,0.00,false
30,21,4,2,2,1000,0,0.00,false
30,21,5,0,0,1000,0,0.00,false
30,21,5,0,1,1000,0,0.00,false
30,21,5,1,0,1000,0,0.00,false
30,21,5,1,1,1000,0,0.00,false
30,21,5,2,2,1000,0,0.00,false
30,21,6,0,0,1000,0,0.00,false
30,21,6,0,1,1000,0,0.00,false
30,21,6,1,0,1000,0,0.00,false
30,21,6,1,1,1000,0,0.00,false
30,21,6,2,2,1000,0,0.00,false
30,21,7,0,0,1000,0,0.00,false
30,21,7,0,1,1000,0,0.00,false
30,21,7,1,0,1000,0,0.00,false
30,21,7,1,1,1000,0,0.00,false
30,21,7,2,2,1000,0,0.00,false
30,21,8,0,0,1000,0,0.00,false
30,21,8,0,1,1000,0,0.00,false
30,21,8,1,0,1000,0,0.00,false
30,21,8,1,1,1000,0,0.00,false
30,21,8,2,2,1000,0,0.00,false
30,21,9,0,0,1000,0,0.00,false
